Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceOverMean
67,20,RL,NA,19900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",PosA,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,GLQ,912,1947,GasA,TA,Y,SBrkr,2207,0,3,1,TA,7,Min1,1,Gd,Attchd,1970,2,576,TA,Y,301,0,NA,NA,7,2010,WD,Normal,180000,FALSE
68,20,RL,72,10665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,1013,1453,GasA,Ex,Y,SBrkr,1479,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,2,558,TA,Y,144,0,NA,NA,6,2007,WD,Normal,226000,TRUE
69,30,RM,47,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Unf,0,747,GasA,TA,Y,SBrkr,747,0,2,1,TA,4,Typ,0,NA,Attchd,1945,1,220,TA,Y,0,0,NA,NA,6,2010,WD,Normal,80000,FALSE
70,50,RL,81,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,CBlock,TA,TA,No,BLQ,603,1304,GasW,TA,Y,SBrkr,1304,983,3,1,TA,7,Typ,1,TA,Attchd,1953,2,667,TA,Y,0,0,NA,NA,7,2006,WD,Normal,225000,TRUE
71,20,RL,95,13651,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,CBlock,Gd,TA,Gd,ALQ,1880,2223,GasA,Ex,Y,SBrkr,2223,0,3,1,TA,8,Typ,2,Gd,Attchd,1973,2,516,TA,Y,300,0,NA,NA,2,2007,WD,Normal,244000,TRUE
72,20,RL,69,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,565,845,GasA,TA,Y,SBrkr,845,0,2,1,TA,4,Typ,0,NA,Detchd,1987,2,360,TA,Y,0,0,NA,NA,6,2007,WD,Normal,129500,FALSE
73,60,RL,74,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,832,GasA,Gd,Y,SBrkr,885,833,3,1,TA,7,Typ,1,TA,Attchd,1998,2,427,TA,Y,0,0,NA,NA,12,2009,WD,Normal,185000,TRUE
74,20,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,ALQ,320,1086,GasA,Gd,Y,SBrkr,1086,0,3,1,TA,6,Typ,0,NA,Attchd,1989,2,490,TA,Y,0,0,NA,GdWo,5,2010,WD,Normal,144900,FALSE
75,50,RM,60,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,CBlock,Fa,TA,No,Unf,0,840,GasA,Gd,N,SBrkr,840,765,3,2,TA,8,Typ,0,NA,Detchd,1915,1,379,TA,Y,0,0,NA,NA,5,2010,WD,Normal,107400,FALSE
76,180,RM,21,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CBlock,Gd,TA,Gd,GLQ,462,462,GasA,TA,Y,SBrkr,526,462,2,1,TA,5,Typ,0,NA,BuiltIn,1973,1,297,TA,Y,120,0,NA,GdWo,11,2009,WD,Normal,91000,FALSE
77,20,RL,NA,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,CBlock,TA,TA,No,ALQ,228,952,GasA,Ex,Y,FuseA,952,0,2,1,TA,4,Typ,0,NA,Detchd,1956,1,283,TA,Y,0,0,NA,NA,4,2008,WD,Normal,135750,FALSE
78,50,RM,50,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,BLQ,336,672,GasA,TA,Y,SBrkr,1072,213,2,1,TA,6,Min1,0,NA,Detchd,1948,1,240,TA,Y,0,0,NA,MnPrv,1,2008,WD,Normal,127000,FALSE
79,90,RL,72,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,CBlock,TA,TA,No,Unf,0,1768,GasA,TA,N,SBrkr,1768,0,4,2,TA,8,Typ,0,NA,NA,NA,0,0,NA,Y,0,0,NA,NA,4,2010,WD,Normal,136500,FALSE
80,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,PConc,TA,TA,No,Unf,0,440,GasA,Gd,Y,SBrkr,682,548,2,1,TA,5,Typ,0,NA,Detchd,1966,2,440,TA,Y,74,0,NA,MnPrv,5,2009,WD,Normal,110000,FALSE
81,60,RL,100,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,CBlock,Gd,TA,No,Rec,448,896,GasA,TA,Y,SBrkr,1182,960,4,1,Gd,8,Typ,1,Gd,Attchd,1968,1,509,TA,Y,0,0,NA,NA,6,2009,WD,Normal,193500,TRUE
82,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,GLQ,1201,1237,GasA,Ex,Y,SBrkr,1337,0,2,1,TA,5,Typ,0,NA,Attchd,1998,2,405,TA,Y,0,0,NA,NA,3,2006,WD,Normal,153500,FALSE
83,20,RL,78,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,33,1563,GasA,Ex,Y,SBrkr,1563,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,3,758,TA,Y,144,0,NA,NA,10,2008,WD,Normal,245000,TRUE
84,20,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Unf,0,1065,GasA,Gd,Y,SBrkr,1065,0,3,1,TA,6,Typ,0,NA,Detchd,1974,2,461,TA,Y,74,0,NA,NA,7,2007,COD,Normal,126500,FALSE
85,80,RL,NA,8530,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,PConc,Gd,TA,No,Unf,0,384,GasA,Gd,Y,SBrkr,804,670,3,1,TA,7,Typ,1,TA,BuiltIn,1995,2,400,TA,Y,120,0,NA,NA,5,2009,WD,Normal,168500,FALSE
86,60,RL,121,16059,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,CBlock,Gd,TA,No,Unf,0,1288,GasA,Ex,Y,SBrkr,1301,1116,4,1,Gd,9,Typ,1,TA,Attchd,1991,2,462,TA,Y,127,0,NA,NA,4,2006,WD,Normal,260000,TRUE
87,60,RL,122,11911,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,684,GasA,Ex,Y,SBrkr,684,876,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,2,400,TA,Y,100,0,NA,NA,3,2009,WD,Normal,174000,FALSE
88,160,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,612,GasA,Ex,Y,SBrkr,612,612,2,1,Gd,4,Typ,0,NA,Detchd,2009,2,528,TA,Y,0,0,NA,NA,6,2009,New,Partial,164500,FALSE
89,50,C (all),105,8470,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,CBlock,TA,Fa,No,Unf,0,1013,GasA,TA,N,SBrkr,1013,0,2,1,Fa,6,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,MnPrv,10,2009,ConLD,Abnorml,85000,FALSE
90,20,RL,60,8070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,588,990,GasA,Ex,Y,SBrkr,990,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,Y,0,0,NA,NA,8,2007,WD,Normal,123600,FALSE
91,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Slab,NA,NA,NA,NA,0,0,GasA,TA,Y,FuseA,1040,0,2,1,TA,4,Typ,0,NA,Detchd,1950,2,420,TA,Y,0,0,NA,NA,7,2006,WD,Normal,109900,FALSE
92,20,RL,85,8500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,CBlock,TA,TA,No,Rec,600,1235,GasA,TA,Y,SBrkr,1235,0,2,1,TA,6,Typ,0,NA,Attchd,1961,2,480,TA,Y,0,0,NA,GdWo,12,2006,WD,Abnorml,98600,FALSE
93,30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,BrkTil,Gd,TA,No,ALQ,713,876,GasA,Ex,Y,SBrkr,964,0,2,1,TA,5,Typ,0,NA,Detchd,1921,2,432,TA,Y,0,0,NA,NA,8,2009,WD,Normal,163500,FALSE
94,190,C (all),60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,BrkTil,TA,Fa,Mn,Rec,1046,1214,GasW,Ex,N,SBrkr,1260,1031,4,2,TA,9,Typ,1,Gd,Detchd,1900,2,506,TA,Y,0,0,NA,NA,11,2007,WD,Normal,133900,FALSE
95,60,RL,69,9337,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,648,824,GasA,Ex,Y,SBrkr,905,881,3,1,Gd,7,Typ,0,NA,Attchd,1997,2,684,TA,Y,0,0,NA,NA,5,2007,WD,Normal,204750,TRUE
96,60,RL,NA,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,PConc,Gd,Gd,No,ALQ,310,680,GasA,Gd,Y,SBrkr,680,790,3,1,TA,6,Typ,1,TA,BuiltIn,1993,2,420,TA,Y,232,0,NA,NA,4,2009,WD,Normal,185000,TRUE
97,20,RL,78,10264,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,ALQ,1162,1588,GasA,Ex,Y,SBrkr,1588,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,2,472,TA,Y,158,0,NA,NA,8,2006,WD,Normal,214000,TRUE
98,20,RL,73,10921,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,CBlock,TA,TA,No,Rec,520,960,GasA,TA,Y,FuseF,960,0,3,1,TA,6,Typ,0,NA,Attchd,1965,1,432,TA,P,120,0,NA,NA,5,2007,WD,Normal,94750,FALSE
99,30,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,BrkTil,TA,TA,No,ALQ,108,458,GasA,Fa,N,SBrkr,835,0,2,1,TA,5,Typ,0,NA,Basment,1920,1,366,Fa,Y,0,0,NA,NA,5,2010,COD,Abnorml,83000,FALSE
100,20,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,CBlock,TA,TA,No,ALQ,569,950,GasA,Fa,Y,SBrkr,1225,0,3,1,TA,6,Typ,0,NA,NA,NA,0,0,NA,Y,352,0,NA,NA,1,2010,WD,Normal,128950,FALSE
101,20,RL,NA,10603,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,PConc,TA,TA,Mn,ALQ,1200,1610,GasA,Gd,Y,SBrkr,1610,0,3,1,Gd,6,Typ,2,TA,Attchd,1977,2,480,TA,Y,168,0,NA,NA,2,2010,WD,Normal,205000,TRUE
102,60,RL,77,9206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,Unf,0,741,GasA,TA,Y,SBrkr,977,755,3,1,Gd,7,Typ,1,TA,Attchd,1985,2,476,TA,Y,192,0,NA,NA,6,2010,WD,Normal,178000,FALSE
103,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,Slab,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1535,0,4,2,TA,8,Typ,0,NA,Attchd,1979,2,410,TA,Y,0,0,NA,NA,6,2009,WD,Alloca,118964,FALSE
104,20,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1226,GasA,Ex,Y,SBrkr,1226,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,3,740,TA,Y,0,0,NA,NA,5,2010,WD,Normal,198900,TRUE
105,50,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,PConc,TA,TA,No,LwQ,224,1040,GasA,Ex,Y,FuseF,1226,592,4,1,TA,7,Typ,2,TA,Detchd,1951,1,240,TA,Y,0,0,NA,NA,6,2007,WD,Normal,169500,FALSE
106,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,PConc,Ex,TA,No,Unf,0,1053,GasA,Ex,Y,SBrkr,1053,939,3,1,Gd,9,Typ,1,Gd,Attchd,2003,2,648,TA,Y,140,0,NA,NA,8,2008,WD,Normal,250000,TRUE
107,30,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,BrkTil,Fa,TA,No,Unf,0,641,GasA,Gd,Y,SBrkr,1047,0,2,1,TA,6,Typ,0,NA,Detchd,1954,1,273,Fa,N,0,0,NA,NA,8,2007,WD,Normal,100000,FALSE
108,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,CBlock,TA,TA,No,ALQ,104,789,GasA,Ex,Y,SBrkr,789,0,2,1,TA,5,Typ,0,NA,Detchd,1948,1,250,TA,Y,0,0,NA,NA,4,2008,WD,Partial,115000,FALSE
109,50,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CBlock,TA,TA,No,Unf,0,793,GasW,TA,N,FuseF,997,520,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,NA,8,2007,WD,Normal,115000,FALSE
110,20,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,CBlock,Gd,TA,No,BLQ,705,1844,GasA,Ex,Y,SBrkr,1844,0,3,1,TA,7,Typ,1,TA,Attchd,1977,2,546,TA,Y,0,0,NA,MnPrv,1,2010,COD,Normal,190000,TRUE
111,50,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,CBlock,TA,Fa,No,Rec,444,994,GasA,Gd,Y,SBrkr,1216,639,4,1,TA,7,Typ,0,NA,Attchd,1954,1,325,TA,Y,182,0,NA,NA,10,2006,WD,Normal,136900,FALSE
112,80,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,250,384,GasA,Ex,Y,SBrkr,774,656,3,1,TA,7,Typ,1,TA,BuiltIn,2000,2,400,TA,Y,180,0,NA,NA,4,2010,WD,Normal,180000,FALSE
113,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,GLQ,984,1264,GasA,Ex,Y,SBrkr,1282,1414,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007,3,792,TA,Y,120,0,NA,NA,10,2007,New,Partial,383970,TRUE
114,20,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,CBlock,Gd,TA,Mn,ALQ,35,1809,GasA,TA,Y,SBrkr,2259,0,3,1,Gd,7,Typ,2,Gd,Basment,1953,2,450,TA,Y,166,0,NA,MnPrv,10,2007,COD,Abnorml,217000,TRUE
115,70,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,CBlock,TA,TA,No,ALQ,774,1028,GasA,Ex,Y,SBrkr,1436,884,3,1,Gd,9,Typ,1,TA,Detchd,1945,1,180,TA,Y,224,0,NA,MnPrv,7,2007,WD,Normal,259500,TRUE
116,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,PConc,Gd,TA,No,GLQ,419,729,GasA,Gd,Y,SBrkr,729,729,2,1,TA,5,Typ,1,Fa,Detchd,1999,2,440,TA,Y,0,0,NA,NA,6,2007,WD,Normal,176000,FALSE
117,20,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,CBlock,TA,TA,No,LwQ,170,1092,GasA,TA,Y,SBrkr,1092,0,3,1,TA,6,Typ,1,Po,Attchd,1962,1,288,TA,Y,0,0,NA,NA,9,2009,WD,Normal,139000,FALSE
118,20,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1125,GasA,Gd,Y,SBrkr,1125,0,2,1,TA,5,Typ,0,NA,Attchd,2007,2,430,TA,Y,80,0,NA,NA,4,2007,New,Partial,155000,FALSE
119,60,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,PConc,Gd,TA,Mn,GLQ,1470,1673,GasA,Gd,Y,SBrkr,1699,1523,5,1,Gd,11,Typ,2,TA,Attchd,1990,3,594,TA,Y,367,0,NA,NA,5,2010,WD,Normal,320000,TRUE
120,60,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,728,GasA,Ex,Y,SBrkr,728,728,3,1,Gd,8,Typ,1,Gd,Attchd,2005,2,390,TA,Y,0,0,NA,NA,7,2006,New,Partial,163990,FALSE
121,80,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,CBlock,TA,TA,Gd,ALQ,938,938,GasA,Ex,Y,SBrkr,988,0,1,1,TA,4,Typ,2,TA,Attchd,1969,2,540,TA,Y,0,0,NA,NA,10,2006,WD,Normal,180000,FALSE
122,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,PConc,TA,TA,No,Unf,0,732,GasA,Gd,Y,SBrkr,772,351,3,1,TA,4,Typ,0,NA,Detchd,1979,1,264,TA,P,0,0,NA,MnPrv,6,2007,WD,Normal,100000,FALSE
123,20,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,CBlock,TA,TA,No,BLQ,570,1080,GasA,Gd,Y,SBrkr,1080,0,3,1,TA,5,Typ,0,NA,Attchd,1958,1,288,TA,Y,0,0,NA,NA,6,2008,WD,Normal,136000,FALSE
124,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,PConc,Gd,TA,No,GLQ,300,1199,GasA,Ex,Y,SBrkr,1199,0,2,1,Gd,5,Typ,0,NA,Attchd,1993,2,530,TA,Y,0,0,NA,NA,3,2008,WD,Normal,153900,FALSE
125,20,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,CBlock,Gd,Fa,No,Unf,0,1362,GasA,TA,Y,SBrkr,1586,0,3,1,TA,7,Typ,1,TA,Attchd,1979,2,435,TA,Y,192,0,NA,NA,1,2009,WD,Normal,181000,TRUE
126,190,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,CBlock,TA,TA,Av,GLQ,490,520,GasA,Gd,N,SBrkr,520,0,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,N,53,0,NA,NA,6,2006,WD,Normal,84500,FALSE
127,120,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,CBlock,Gd,TA,No,ALQ,120,1078,GasA,TA,Y,SBrkr,958,0,2,1,TA,5,Typ,1,TA,Attchd,1977,2,440,TA,Y,0,0,NA,NA,2,2007,WD,Normal,128000,FALSE
128,45,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,BrkTil,TA,TA,No,LwQ,116,672,GasA,Ex,Y,SBrkr,840,0,3,1,TA,5,Typ,1,TA,NA,NA,0,0,NA,N,0,0,NA,NA,6,2007,WD,Normal,87000,FALSE
129,60,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",PosN,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,CBlock,TA,TA,No,BLQ,512,660,GasA,TA,Y,SBrkr,660,688,3,1,TA,6,Typ,1,Fa,Attchd,1966,2,453,TA,Y,188,0,NA,NA,7,2006,WD,Normal,155000,FALSE
130,20,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,CBlock,TA,TA,No,Rec,567,1008,GasA,TA,Y,FuseA,1053,0,3,1,Ex,6,Typ,0,NA,2Types,1998,2,750,TA,Y,0,0,NA,MnWw,7,2006,WD,Abnorml,150000,FALSE
131,60,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Rec,445,924,GasA,Ex,Y,SBrkr,1216,941,4,1,Gd,8,Typ,2,Gd,Attchd,1966,2,487,TA,Y,105,0,NA,GdPrv,5,2006,WD,Normal,226000,TRUE
132,60,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,695,992,GasA,Ex,Y,SBrkr,1022,1032,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,2,390,TA,Y,24,0,NA,NA,7,2009,WD,Normal,244000,TRUE
133,20,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Rec,405,1063,GasA,Gd,Y,SBrkr,1327,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,2,624,TA,Y,0,0,NA,NA,7,2007,WD,Normal,150750,FALSE
134,20,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,PConc,Ex,TA,No,GLQ,1005,1267,GasA,Ex,Y,SBrkr,1296,0,2,1,Gd,6,Typ,0,NA,Attchd,2001,2,471,TA,Y,192,0,NA,NA,6,2009,WD,Normal,220000,TRUE
